FID,NewId,FIRST_NewI,MEAN_piveg,MEAN_piv_1,SUM_Drink_,Latitude,Longitude,Area
232,232,232,0.000000000000000,0.000000000000000,286172.000000000000000,44.004624698999997,-121.638504939000000,28.631152042000000
233,233,233,0.000000000000000,0.000000000000000,59877.199218800000000,44.020791225200000,-121.644685966000000,5.990669276860000
234,234,234,0.000000000000000,0.000000000000000,78924.296875000000000,44.019948613600000,-121.619550982000010,7.896224611720000
235,235,235,0.000000000000000,0.000000000000000,35209.898437500000000,44.012878207400000,-121.640628437000000,3.522715666770000
236,236,236,0.000000000000000,0.000000000000000,17741485.000000000000000,44.047982896800001,-121.666759387000000,293.405668015000000
237,237,237,0.000000000000000,0.000000000000000,14770.299804700000000,44.019692665900003,-121.615770137000000,1.477733094390000
238,238,238,0.000000000000000,0.000000000000000,48640.300781300000000,44.004619022900002,-121.645912327000000,4.866413935740000
239,239,239,0.000000000000000,0.000000000000000,9052.860351560000700,44.033598310000002,-121.639277316999990,0.905730832855000
240,240,240,0.000000000000000,0.000000000000000,355392.000000000000000,44.030325989200001,-121.687676551000000,35.557408448700002
241,241,241,0.000000000000000,0.000000000000000,144036.000000000000000,44.006527273600000,-121.583778552000000,14.410226270600001
242,242,242,0.000000000000000,0.000000000000000,35689.699218800000000,44.016860371000000,-121.593517823000000,3.570642425310000
243,243,243,0.000000000000000,0.000000000000000,16580.199218800000000,44.010552087900003,-121.587662962000000,1.658788511750000
